id,ship_name,mmsi,sog,cog,heading,nav_status,lon,lat,width,length,ship_type,p99_speed,iso_flag,iso_anomaly,p99_anomaly,speed_anomaly
4325,ARISTONA,255801770,0.0,160.8,182,5,27.89985,43.19549,12,89,70,9.459999999999999,1,False,False,False
4335,SINDRE KNUTSEN,257960000,0.0,122.2,237,1,10.67335,57.70008,46,277,80,0.0,1,False,False,False
4339,GANDALF,244620471,0.0,360.0,511,0,4.74644,52.63448,7,45,69,0.0,1,False,False,False
4403,NOORDERKROON,244630297,0.0,0.0,511,0,6.06638,53.20019,9,70,79,0.0,1,False,False,False
4404,ZEEMEEUW 2,244710228,0.0,360.0,511,0,5.71205,52.84168,5,15,79,0.0,1,False,False,False
4405,CMS THUNDERER,232052186,0.0,265.1,102,0,-6.22567,53.34634,12,23,52,10.584999999999999,1,False,False,False
4406,ROBIN MARIE,367707490,10.3,18.7,18,0,-93.86232,29.94798,28,219,52,10.3,1,False,False,False
4407,M/V BENNY G,368142910,0.0,217.4,511,0,-93.86511,29.9538,8,19,31,0.2909999999999999,1,False,False,False
4410,AURORA,219018833,0.0,274.3,33,5,10.21684,56.15338,8,30,39,0.0,1,False,False,False
4412,MANON,259526000,0.0,284.2,142,5,5.267,59.81973,14,70,30,0.0,1,False,False,False
4413,ROALDSEN,259651000,0.1,205.4,349,7,5.98989,58.43965,11,59,30,0.1,1,False,False,False
4414,AURELIA,219005904,0.0,336.9,511,15,12.61309,56.04176,5,13,30,0.0,1,False,False,False
4417,DCN SINJOOR,244000455,0.0,360.0,511,0,4.41191,51.24217,6,20,99,0.0,1,False,False,False
4419,KVANNOY,257997000,0.0,331.2,214,7,14.38943,67.29536,16,88,30,0.0,1,False,False,False
4421,ARION,244699000,0.0,264.3,85,0,4.59719,52.46455,10,28,52,8.568,1,False,False,False
4442,UNIVERSAL MK2017,477320700,0.0,335.0,94,0,114.15417,22.31,12,48,40,0.09699999999999998,1,False,False,False
4454,AIAKOS,237592700,0.0,135.0,511,0,23.55556,37.96388,17,82,60,0.0,1,False,False,False
4460,RO FJELL,258027000,0.0,336.5,285,0,6.13862,62.46811,16,87,90,0.0,1,False,False,False
4464,LUESSEN 14,211467560,0.0,360.0,511,0,8.87911,53.05235,10,80,79,0.092,1,False,False,False
4475,PACIFIC FUTURE,367046890,0.0,172.7,511,7,-123.91441,46.16776,7,22,30,2.304,1,False,False,False
4730,TOSTE R,219000615,0.1,268.4,303,3,10.06559,57.04874,11,45,33,1.7830000000000001,1,False,False,False
4737,TIMCA,246521000,17.6,55.0,54,0,12.40516,54.61385,26,205,70,17.6,1,False,False,False
4835,PIRAJA,257654500,3.0,236.1,245,0,8.58156,57.72771,7,38,30,3.0,1,False,False,False
4849,STATUM,244710944,0.0,360.0,190,5,4.44532,51.87957,11,92,79,0.0,1,False,False,False
4851,AL CENAC,368274280,5.7,252.6,242,12,-91.27136,29.65217,18,263,57,5.8,1,False,False,False
4965,HARMKE,244710042,0.0,360.0,511,5,3.83625,51.27213,11,89,79,0.0,1,False,False,False
5367,EMERALD COAST,367314510,0.0,182.0,27,12,-75.41196,39.80296,10,29,52,0.0,1,False,False,False
5371,ARTEMISEA,241899000,0.0,178.7,209,5,23.68393,37.93033,9,45,37,0.0,1,False,False,False
5419,FE-RIE,244170862,0.0,360.0,511,0,3.80442,51.23044,5,18,99,0.0,1,False,False,False
5420,MARE ISLAND,366989380,35.4,357.6,357,0,-122.3856,37.82987,10,42,60,35.306999999999995,1,False,True,True
5466,AZIMUTE,255502000,0.0,249.4,511,7,-25.66995,37.73661,7,32,0,0.099,1,False,False,False
5469,SALLY,367012660,0.1,261.3,511,0,-75.59381,39.58656,10,24,52,5.885000000000003,1,False,False,False
5479,JUDITH,212006000,5.8,19.4,21,0,9.63076,54.27299,25,170,71,5.794,1,False,True,True
5502,SCH 81 CAROLIEN,246274000,0.0,320.3,122,5,4.58556,52.45772,17,126,30,0.0,1,False,False,False
5505,RONJA HAVSOY,257594000,11.7,37.0,36,0,17.25456,68.99837,16,84,90,11.8,1,False,False,False
5513,NJORD KYA,257905000,0.0,264.9,204,0,8.83888,63.73616,16,80,30,0.0,1,False,False,False
5515,X-PRESS TAGUS,255805954,0.0,83.0,258,5,4.06742,51.95016,22,134,71,0.0,1,False,False,False
5521,SAAM ERIKS,316041968,0.1,0.0,132,8,-122.97432,49.29015,5,14,53,0.1,1,False,False,False
5522,SCHELDT RIVER,205708000,1.8,345.2,346,3,3.71392,51.39247,26,116,33,1.996,1,False,False,False
5534,SCHOUWENBANK,245594000,5.8,23.3,30,0,4.81301,53.58466,14,92,70,5.8,1,False,False,False
5579,SAM,244850769,0.0,360.0,511,7,4.83411,52.40563,6,40,0,0.0,1,False,False,False
5584,KEDARNATH,538011491,13.9,294.9,287,0,2.1242,51.39292,36,224,80,13.997,1,False,False,False
5585,ALEGRIA 1,373090000,9.8,262.4,265,0,144.38203,-38.12461,42,228,80,9.998,1,False,False,False
5596,POOLSTER,244750085,0.0,302.1,511,15,5.41582,53.17248,6,36,66,0.0,1,False,False,False
5601,OMEGA,244149513,0.0,298.2,511,0,6.06964,53.10893,6,50,80,0.0,1,False,False,False
5644,BOTRANS,258180000,0.0,315.0,44,0,9.87013,63.88743,8,49,70,0.0,1,False,False,False
5649,AMERPLUS,244670315,0.0,119.6,511,9,6.05282,51.86756,6,24,99,0.0,1,False,False,False
5763,BRINJAL,211285490,9.1,73.4,511,0,4.53992,51.69676,16,110,80,9.4,1,False,False,False
5820,RIND,257031860,0.0,263.2,511,0,23.66139,70.66738,6,21,55,0.0,1,False,False,False
5827,WALVIS (GUARDVESSEL),232062336,1.8,79.8,87,0,-7.72503,51.44924,6,24,51,2.479,1,False,False,False
5829,TAMBUR,265068090,0.0,99.5,54,0,11.98012,57.72067,7,25,52,0.0,1,False,False,False
5861,AVENGERS,205553890,0.0,360.0,511,0,3.4508,51.10993,9,80,90,0.0,1,False,False,False
5886,AGIOS DIMITRIOS,636015975,0.0,143.1,338,1,-76.40379,38.94268,40,299,71,0.0,1,False,False,False
5890,STEVE SCALISE,367471910,0.0,231.0,511,12,-93.86373,29.96297,10,24,0,0.0,1,False,False,False
5958,CAMANO SOUND,316030654,0.0,360.0,511,8,-130.3568,54.29126,6,22,30,0.868,1,False,False,False
5959,DUBBE,244870497,0.2,186.7,511,0,4.499,51.90892,4,13,37,0.2,1,False,False,False
5964,FROYA,257605000,0.0,122.3,122,5,5.32226,60.39527,11,35,40,0.0,1,False,False,False
5969,ELIZABETH,244780795,0.0,0.0,511,0,5.70956,52.8412,7,41,69,0.0,1,False,False,False
4229,ODYSSEY TORONTO,316048477,0.0,360.0,511,5,-79.37977,43.63842,11,46,99,0.0,1,False,False,False
4238,ST. JOHANNES,211667110,0.3,133.8,511,0,7.27322,50.5657,17,56,69,0.8880000000000001,1,False,False,False
4242,RWS 79,246587000,12.7,69.0,75,0,3.86943,51.34808,6,24,55,12.7,1,False,False,False
4284,DOLCE VITA,244184957,0.0,360.0,511,5,5.6039,52.9666,6,19,37,0.0,1,False,False,False
4288,HOS BRIMSTONE,369139000,0.0,304.2,122,0,-91.10695,29.64654,20,80,0,0.0,1,False,False,False
4292,AQUA SHUTTLE,244660747,0.0,360.0,511,0,4.41509,51.89679,10,26,69,0.0,1,False,False,False
4344,FROJA,265547270,0.0,171.2,252,5,11.84296,57.66144,8,30,60,0.0,1,False,False,False
4346,PSA HULK CS04,563060100,5.7,220.3,511,5,103.76457,1.25019,13,32,99,8.356,1,False,False,False
4352,VEERKRACHT,244650014,6.2,102.7,511,0,4.7928,52.42375,10,100,79,6.2,1,False,False,False
4362,FRANZISKA,211755530,0.0,360.0,511,5,13.33988,52.53688,5,27,69,0.0,1,False,False,False
4364,SKY ORION,353640000,0.0,284.8,324,5,100.5865,13.6953,27,172,70,0.0,1,False,False,False
4375,RPA15,245209000,7.5,303.8,304,0,4.14392,51.95775,8,30,55,7.6,1,False,False,False
4376,NAKU,211602410,0.0,360.0,511,0,10.0563,53.5282,5,17,60,0.0,1,False,False,False
4377,STRAIT HUNTER,316020186,0.0,0.0,511,5,-52.71103,47.55415,10,60,90,0.0,1,False,False,False
4378,SABINE BANK PILOT,366896060,0.0,60.1,238,0,-93.86516,29.7205,7,21,50,0.0,1,False,False,False
4381,BBC RIO,304948000,0.0,285.1,34,5,-82.43035,27.90966,25,162,70,15.3,1,False,False,False
4423,VIOLETTA,257708800,0.0,334.6,219,0,7.31274,62.67308,6,13,0,0.0,1,False,False,False
4430,PILOT 65,477996897,0.1,187.6,86,0,114.15796,22.30956,6,17,50,0.1,1,False,False,False
4467,BRITANNIA SEAWAYS,219825000,15.4,296.8,296,0,0.04318,53.60233,26,197,79,15.4,1,False,False,False
4480,NEW AMORGOS,371458000,13.0,68.5,65,0,26.11693,59.9112,42,244,80,12.627999999999997,1,False,True,True
4514,ZILVERMEEUW 2,244630536,0.0,360.0,511,0,4.24627,51.50582,7,39,69,0.0,1,False,False,False
4521,BRIS,257608500,2.8,115.8,118,7,4.80128,58.18499,6,26,30,2.8,1,False,False,False
4612,ZANDEXPRES 4,244110242,0.0,166.0,196,5,4.85391,53.04289,11,86,79,8.438999999999997,1,False,False,False
4627,KRVE 86,244030117,0.1,39.0,511,0,4.4313,51.89943,6,22,159,0.098,1,False,True,True
4653,DANCHOVOTO GEORGI,207823230,0.6,197.2,511,0,27.90298,43.1856,6,24,30,2.2769999999999997,1,False,False,False
4658,MANTA,245397000,0.0,346.9,511,8,4.59537,51.68892,24,80,33,0.0,1,False,False,False
4660,AQUAFORTEM,244790251,0.0,134.0,511,4,4.57606,51.70171,12,172,79,6.6,1,False,False,False
4663,ALE,265348000,0.1,85.9,355,2,23.03061,65.25385,13,51,99,0.199,1,False,False,False
4665,ELSA B,701906228,5.8,265.4,511,0,-58.26402,-34.6071,16,80,70,5.797,1,False,True,True
4692,AQUILA,563271700,8.8,91.1,94,0,7.39521,54.15579,32,183,82,13.394,1,False,False,False
4713,TENDER I,244084000,0.0,196.2,149,0,5.03908,52.93421,7,41,50,0.0,1,False,False,False
4716,BITLAND,244784000,12.8,165.1,165,0,21.68481,60.04018,16,100,89,12.8,1,False,False,False
4719,KOMMANDOR SUSAN,232019804,0.0,142.6,302,5,-3.16588,55.9815,20,84,31,0.0,1,False,False,False
4735,DEMETER LEADER,431766000,0.1,26.0,153,5,3.22752,51.3065,32,200,70,19.579,1,False,False,False
4825,M.F. OMOE,219005068,0.0,360.0,70,0,11.1984,55.2119,12,37,60,0.0,1,False,False,False
4838,IJVEER 54,244750286,0.0,300.8,511,0,4.92742,52.38394,9,28,60,0.0,1,False,False,False
4848,HUANGYAN SPIRIT,636015828,0.4,187.3,29,1,31.18821,-29.79248,24,160,70,0.399,1,False,True,True
4957,AURORA,259036280,0.1,360.0,219,5,17.72531,68.90926,8,15,70,0.1,1,False,False,False
4984,PRIMA VIKING,230011000,0.0,208.4,181,5,16.67663,57.75346,13,89,70,10.0,1,False,False,False
4988,FINNSEA,230618000,11.0,306.2,303,0,10.77083,55.59103,27,218,70,11.0,1,False,False,False
4989,THREE POINT 4,244060223,0.1,85.0,511,15,4.04944,51.82071,7,26,37,0.09699999999999998,1,False,True,True
4992,POCEAN,256001698,0.0,62.2,86,0,7.41889,43.72934,8,34,90,0.0,1,False,False,False
4994,RWS 43,244070618,0.0,171.3,511,15,5.85296,51.85068,6,19,99,0.0,1,False,False,False
4995,GERARDA JOHANNA,244013484,0.0,360.0,511,0,4.89528,52.36717,4,16,69,0.0,1,False,False,False
5010,ENTERPRISE,367095040,7.6,350.4,511,5,-118.19283,33.76021,6,25,99,7.6,1,False,False,False
5016,FG 96 SKREA,266057000,0.0,225.0,157,7,11.65678,57.70636,5,18,30,0.9500000000000002,1,False,False,False
5021,SD511 EROS III,266208000,0.0,304.0,313,7,11.1647,58.8009,6,15,30,0.08699999999999992,1,False,False,False
5022,TAMARA II,213982000,0.0,331.3,511,13,41.64402,41.65158,9,24,52,9.591,1,False,False,False
5023,ALEXANDER GOGEL,211264470,0.0,360.0,511,5,8.57099,53.54793,6,25,90,0.0,1,False,False,False
5024,ALE,265348000,0.2,93.7,355,2,23.03063,65.25385,13,51,99,0.199,1,False,True,True
5033,SHINLINE  12,533170047,4.8,235.8,244,0,136.09203,33.37018,21,128,70,4.998,1,False,False,False
5037,CGAS MATE,255802940,0.1,46.0,90,0,4.33813,52.51756,15,88,80,0.296,1,False,False,False
5074,FREDRIKA,265522620,0.0,188.9,157,0,16.59438,58.62894,12,64,60,0.0,1,False,False,False
5075,KAYMAR,316003982,0.1,332.9,61,0,-123.00658,49.15519,6,21,52,0.08900000000000007,1,False,True,True
5078,NIEUWE MAEN,244660966,0.0,356.8,511,0,5.82153,53.04783,6,26,60,0.0,1,False,False,False
5081,SKONNERTEN SOLRIK,257402900,0.0,360.0,511,0,8.5962,58.33974,6,22,36,0.0,1,False,False,False
5086,BALTRUM V,211837110,0.0,221.4,209,5,7.19899,53.35616,12,53,70,0.0,1,False,False,False
5129,DB SALTA VERDE,367507960,4.6,325.0,511,5,-118.21883,33.74738,15,56,90,4.598,1,False,True,True
5133,BLAUWE VIS,244013600,0.0,360.0,511,15,4.49729,51.9207,5,22,37,0.0,1,False,False,False
5289,AXIOS,256650000,0.0,198.4,4,3,22.79867,37.56797,10,45,37,0.0,1,False,False,False
5293,RHENUS STRASSBURG,211553960,0.0,190.3,511,0,4.61293,51.69238,10,126,90,0.0,1,False,False,False
4350,RYUO II,316016225,0.0,333.4,511,15,-123.03486,49.20106,4,18,30,0.0,1,False,False,False
4351,ESKO,230286000,0.0,332.6,181,0,25.55219,60.31092,10,30,52,6.257,1,False,False,False
4354,NORDICA,244201000,8.7,157.2,152,0,4.30651,51.3283,23,151,79,9.187999999999999,1,False,False,False
4355,MORAY ENDEAVOUR BCK,232030061,0.0,16.2,88,15,-1.77089,57.50679,6,21,30,0.0,1,False,False,False
4356,KROONBORG,244830399,0.0,207.4,117,0,2.62572,53.45188,16,80,90,0.096,1,False,False,False
4357,ANNA VAN ORANJE,244010328,0.0,360.0,511,15,5.82897,53.10235,5,20,69,0.0,1,False,False,False
4359,BHV INNOVATION,211604180,0.0,6.6,511,5,8.58632,53.5009,33,96,1,0.0,1,False,False,False
4365,GRAND COSMOS,636024872,0.0,284.7,184,1,142.8536,46.57034,44,288,80,0.0,1,False,False,False
4368,SYNES,259656000,2.5,193.2,202,0,5.15109,62.97856,15,55,30,2.5,1,False,False,False
4370,OFOTR,257386700,0.0,360.0,511,5,17.42497,68.42819,4,12,69,0.0,1,False,False,False
4371,GUARD,366887300,0.3,50.0,332,0,-122.34147,47.59676,11,39,52,0.994,1,False,False,False
4372,ATLAS,244131604,0.1,360.0,511,0,4.894,52.38384,4,11,69,0.988,1,False,False,False
4374,SAAM ERIKS,316041968,0.1,0.0,161,8,-122.97425,49.29019,5,14,53,0.1,1,False,False,False
4386,YE56 PIETER,246202000,0.0,29.0,313,15,5.41072,53.1709,8,40,30,0.0,1,False,False,False
4389,PARKSVILLE,316036661,0.0,360.0,511,8,-123.42844,48.43216,5,13,52,0.0,1,False,False,False
4391,LINDSEY,367012640,8.9,40.8,511,0,-75.21385,39.86858,8,20,52,8.722,1,False,True,True
4392,PALM COAST,367098270,0.0,331.2,511,5,-76.57066,39.24623,8,22,52,0.1,1,False,False,False
4393,VEERLE,244020518,10.5,348.4,511,0,4.55819,51.82461,35,189,79,10.599,1,False,False,False
4443,PROGRESS,249177000,16.1,272.3,272,0,-4.91065,53.97442,24,142,79,16.1,1,False,False,False
4445,MARCY J,303328000,0.0,197.0,306,0,-122.36651,47.65629,10,34,30,3.4,1,False,False,False
4461,SEA STAR DIAGORAS,667002547,0.0,15.0,59,15,27.90085,37.02574,11,38,60,0.0,1,False,False,False
4465,MULTRATUG 13,244870325,0.0,352.3,154,5,3.67402,51.4605,10,31,52,11.5,1,False,False,False
4484,LINNEA AURORA,256003613,0.0,278.4,6,8,2.62798,39.56001,8,40,36,0.0,1,False,False,False
4485,ALMA,305204000,0.0,13.6,195,0,8.56007,53.56596,40,169,70,0.0,1,False,False,False
4490,OD3 ADRIANNE,245617000,0.0,87.5,218,7,4.03395,51.8251,6,24,30,2.2769999999999997,1,False,False,False
4498,MOORWERDER,211666470,0.0,360.0,511,0,9.87683,53.537,4,17,69,0.0,1,False,False,False
4525,MSTX 34,244001058,0.0,360.0,511,0,4.48475,51.90368,9,12,60,0.0,1,False,False,False
4529,MARAN GAS PERICLES,241424000,0.0,132.0,214,5,-93.86759,29.74146,46,290,80,0.392,1,False,False,False
4541,HRH,244780110,0.0,360.0,511,7,4.93746,52.36984,4,18,69,0.1,1,False,False,False
4542,JURALIS,244670153,0.0,83.9,511,0,4.48943,51.89999,9,82,79,0.0,1,False,False,False
4545,FRANCIS R KEEGAN,366963380,5.9,190.3,176,12,-88.05635,36.49147,33,287,57,6.0,1,False,False,False
4569,F/V LE MARMOUSET 3,228096900,0.0,303.7,36,15,4.03966,51.82089,8,20,30,0.0,1,False,False,False
4574,VARIUS,244750631,0.0,360.0,511,5,4.81729,52.40559,8,60,79,0.0,1,False,False,False
4579,LEKAFJELL,257596500,0.0,359.7,34,0,11.73904,65.08767,7,14,79,0.0,1,False,False,False
4583,ESVAGT CONNECTOR,220446000,0.1,144.2,94,0,-3.39943,53.62753,15,57,51,0.1,1,False,False,False
4586,VB ROENNEBECK,211717470,0.0,194.3,327,0,8.56598,53.55135,9,30,52,3.8,1,False,False,False
4589,FLANDERS,316001295,0.0,348.1,216,5,-52.70753,47.56182,14,54,60,0.0,1,False,False,False
4590,MED SAMSUN,271045478,0.0,19.2,247,5,13.76438,45.6299,30,196,71,0.0,1,False,False,False
4591,NEW VISION,477369300,10.3,294.2,293,0,-78.9285,26.25751,60,330,80,10.3,-1,True,False,True
4593,ALICIA,255915976,0.0,64.7,65,0,7.18738,53.33681,23,147,70,0.0,1,False,False,False
4596,KARBOUW,244660086,0.0,360.0,90,0,4.83179,52.40591,12,110,80,10.456,1,False,False,False
4597,TIARA 108,357020000,0.1,253.0,73,5,100.56456,13.65527,17,109,70,0.1,1,False,False,False
4625,ROAR R,246819000,0.0,204.7,356,5,10.92539,56.41366,12,60,38,0.0,1,False,False,False
4626,ERLING,257547800,0.0,198.5,511,0,4.82335,61.61805,8,14,33,0.0,1,False,False,False
4634,EGS VENTUS,538007957,0.0,80.7,339,5,-1.39835,50.89342,10,50,98,0.0,1,False,False,False
4635,UNIGLOBE,245854000,0.0,328.6,142,5,24.94014,37.43686,30,180,70,12.9,1,False,False,False
4639,BALTIC WHALE,352006699,0.0,290.0,290,5,4.41373,51.88003,24,134,71,0.0,1,False,False,False
4646,SYLVER K,271020083,0.0,360.0,511,15,27.45047,37.01521,8,30,36,0.0,1,False,False,False
4675,DAGERAAD,244740856,0.0,360.0,511,15,4.76799,52.95919,4,16,37,0.0,1,False,False,False
4684,FILIA ARIEA,244662000,0.0,256.0,256,5,2.25619,51.03719,14,90,70,10.844,1,False,False,False
4695,CEMENT TRADER,304048000,10.6,72.0,77,0,0.57183,50.42992,15,106,79,10.6,1,False,False,False
4708,BENGEL,205601000,0.0,294.0,329,5,4.61826,51.79254,20,95,70,0.0,1,False,False,False
4739,KVB VERA,270254000,0.0,10.7,511,0,4.48113,51.89704,9,137,20,0.0,1,False,False,False
4741,CINDERELLA II,265609540,0.0,360.0,31,0,18.07906,59.33168,8,40,69,0.096,1,False,False,False
4745,FRIESLAND,211188260,0.0,189.5,27,5,8.16082,53.53451,10,55,55,0.0,1,False,False,False
4757,JACOMIJN,244110578,0.0,0.0,511,0,5.54745,51.8073,7,55,79,0.08499999999999996,1,False,False,False
4770,PETER,244170522,0.0,61.0,270,0,6.19778,53.41005,7,22,33,0.0,1,False,False,False
4772,OPTION B,248365000,0.0,235.5,511,5,23.68497,37.93007,8,37,37,9.59,1,False,False,False
4789,TARMO,273619930,7.6,353.5,354,7,31.76781,70.16621,9,37,30,7.4559999999999995,1,False,True,True
4823,SEVERYANIN 2,273448120,1.2,57.8,131,7,26.52019,71.44188,9,46,30,1.2,1,False,False,False
4829,WESTWARD,366688750,0.0,170.0,511,0,-122.50607,48.75417,8,25,30,3.267,1,False,False,False
4499,GRUMPY J,367450580,0.0,183.9,102,7,-123.91402,46.1687,7,23,30,10.752,1,False,False,False
4515,ISLAND VIKING,368637000,6.7,261.3,254,12,-122.37019,47.58967,10,164,52,6.67,1,False,True,True
4518,AIRSET.,244690116,0.0,285.7,511,0,6.93189,53.33159,11,38,33,0.0,1,False,False,False
4522,STRAIGHT FORWARD 2,244498841,0.0,360.0,511,7,5.13971,51.73735,6,24,37,0.0,1,False,False,False
4572,RHEIN SYMPHONIE,269057048,7.4,86.2,511,0,5.68213,51.89555,12,132,69,7.4,1,False,False,False
4573,ALASKA WARRIOR,338250000,0.0,236.0,222,7,-122.33937,47.64591,13,65,30,0.0,1,False,False,False
4575,FRIGG W,209078000,13.4,23.9,23,0,4.58219,53.2328,22,138,70,13.4,1,False,False,False
4606,MICHAEL B,211752890,0.0,360.0,511,2,13.2063,52.52186,9,67,70,0.0,1,False,False,False
4607,THE ESCAPE,244100974,0.0,360.0,511,5,5.06098,52.63493,6,24,37,0.0,1,False,False,False
4611,SARAH H,563098300,0.0,285.8,287,5,3.79351,51.1444,32,229,70,13.667,1,False,False,False
4614,TRAVELLER,219016747,0.0,28.6,28,0,12.46711,54.95319,8,26,40,0.0,1,False,False,False
4617,GDY-343 HUMBAK,261054050,0.0,260.0,352,0,18.80344,54.60071,8,32,30,0.0,1,False,False,False
4619,JOHN WILLIAMS,367464670,0.0,354.5,174,12,-93.86468,29.95554,10,26,31,0.09699999999999998,1,False,False,False
4628,RESCUE STEN & LAILA,265001130,0.0,360.0,511,0,18.08179,59.30409,3,8,51,0.08799999999999991,1,False,False,False
4637,ROYAL LAUREL,353229000,10.1,273.0,275,0,-58.8267,-33.95549,32,229,70,13.667,1,False,False,False
4661,HST LONDON,232048134,0.0,109.6,123,5,4.59471,52.45874,9,28,40,0.0,1,False,False,False
4671,EXCELLENCE V,319059500,0.0,314.5,302,0,-78.75963,26.51955,9,46,37,0.5,1,False,False,False
4681,CHIEF DAN GEORGE,316053863,0.0,72.2,301,0,-123.04526,49.29324,12,23,52,10.584999999999999,1,False,False,False
4688,AJO,230991670,0.0,110.4,310,0,24.72355,59.4583,4,17,52,0.0,1,False,False,False
4710,O191 ROMY,205273000,2.7,243.2,511,7,3.00884,51.30809,7,24,30,3.089,1,False,False,False
4712,VB GUARDIAN 19,228373800,0.0,45.8,276,5,0.13338,49.47522,10,30,52,6.257,1,False,False,False
4722,NOORDPOOL,244057587,0.0,0.0,511,0,4.37978,51.90363,6,20,52,5.543999999999993,1,False,False,False
4728,CHELSEA B,244650991,0.0,279.5,511,0,4.83184,52.42943,7,22,79,0.198,1,False,False,False
4734,MAMRY,311058600,0.1,32.2,286,0,-79.84078,43.28939,24,190,70,0.099,1,False,True,True
4746,HK78 HEIDI,244860827,3.5,41.9,511,7,5.45168,52.54653,6,20,30,6.081000000000002,1,False,False,False
4747,MERWEDIJK,244780580,0.0,0.0,511,0,4.65934,51.84257,6,37,33,0.0,1,False,False,False
4748,GRIEP,211212410,0.0,269.4,511,5,8.13393,53.52149,24,53,0,0.0,1,False,False,False
4766,WES GESA,212963000,13.2,59.3,57,0,9.84102,57.6699,24,152,70,13.2,1,False,False,False
4830,KULTUS COVE,563306300,0.0,133.0,188,5,176.182,-37.65469,30,179,70,0.0,1,False,False,False
4834,GO AMERICA,367589310,0.0,278.5,511,5,-80.11164,26.09213,12,44,90,0.0,1,False,False,False
4839,PACIFIC VIKING,316007587,0.0,92.6,511,0,-122.91754,49.17456,7,25,0,0.0,1,False,False,False
4850,MOVER 2,244820650,0.0,287.1,511,0,5.80757,51.04814,12,105,79,0.0,1,False,False,False
4857,FIRDA HARVEST,259822000,0.0,269.0,340,0,4.82757,60.91452,9,34,70,0.0,1,False,False,False
4862,SAGITTA,636011247,0.0,307.0,27,5,23.6815,37.92965,8,57,37,0.0,1,False,False,False
4866,TRITON,244620441,0.0,360.0,511,0,3.81781,51.33677,6,20,33,0.0,1,False,False,False
4869,ST.PAULI,211257820,0.0,47.1,228,0,9.88091,53.53505,8,29,69,0.09500000000000003,1,False,False,False
4870,HENDRIKA,244690295,0.0,0.0,511,5,6.05361,52.78979,6,28,37,0.0,1,False,False,False
4881,CAPE CITIUS,210070000,13.1,251.6,250,0,5.57243,53.67232,35,186,70,13.2,1,False,False,False
4883,BB OCEAN,258825000,0.3,15.6,115,0,2.4796,53.76082,15,58,52,0.3,1,False,False,False
4884,MAURETANIA,367672140,0.0,176.1,511,15,-118.39469,33.84311,6,25,60,0.0,1,False,False,False
4886,AMELIE ZAHRA,244032287,0.0,360.0,511,0,4.91576,52.33476,4,11,69,0.988,1,False,False,False
4890,OSPREY,367115000,0.0,297.4,233,0,-122.73842,45.56722,10,40,52,6.140000000000001,1,False,False,False
4902,MALMEFJORD,258004980,0.0,190.3,88,5,7.18179,62.73576,18,109,60,0.0,1,False,False,False
4904,WATERSNIP WN3,244810217,0.0,302.4,511,15,4.89987,52.39948,4,12,55,0.0,1,False,False,False
4906,FRAMFJORD,258356000,0.0,284.1,220,0,4.97038,60.8102,13,66,75,0.0,1,False,False,False
4911,BRUSE,257033070,0.0,127.0,250,5,6.11822,62.46775,10,30,52,6.257,1,False,False,False
4914,MANOA,366562000,0.0,261.2,122,5,-157.87799,21.31199,32,262,70,19.394,1,False,False,False
4917,VG 86 ATLAS,266365000,0.0,360.0,511,7,12.27385,57.05922,4,13,30,0.0,1,False,False,False
4919,HM 423 VESTERHAV,220051000,0.0,360.0,133,7,9.9625,57.59325,6,20,30,6.081000000000002,1,False,False,False
4922,LONA MYRICK,367109430,0.0,62.0,273,0,-81.06298,32.08212,8,22,52,0.1,1,False,False,False
4925,CYCLOON,244025954,0.0,305.1,511,0,5.82508,51.84654,9,85,99,0.0,1,False,False,False
4932,NOOIT VOLMAAKT,244710724,0.0,0.0,511,0,4.49318,51.91899,5,26,37,0.0,1,False,False,False
4933,CONDOR A,240323500,0.1,360.0,511,4,23.64818,37.93302,8,42,37,0.1,1,False,False,False
4945,SUEDWIND,211225390,0.0,360.0,342,0,11.45328,53.89779,6,24,60,0.098,1,False,False,False
4952,BLISS,229426000,0.0,123.4,275,5,22.8003,37.56876,10,44,37,0.0,1,False,False,False
4981,KITA,244650753,0.0,360.0,349,5,4.34336,51.32774,12,110,80,10.456,1,False,False,False
5279,FURUVIK,266435000,1.3,59.5,89,0,22.29323,60.28228,16,100,70,9.992,1,False,False,False
5282,FUTURE OF THE FJORDS,257024820,0.0,215.9,261,5,7.11478,60.86279,15,42,60,0.0,1,False,False,False
5283,WILSGARD EXPLORER,257062790,0.2,360.0,341,5,17.09525,69.33612,4,15,40,0.2,1,False,False,False
5284,LILAND,259050310,0.0,66.4,150,0,15.51604,68.73344,13,27,70,0.0,1,False,False,False
5285,GILDESKAAL,259680000,0.0,172.0,511,0,13.47618,66.72033,14,52,66,0.0,1,False,False,False
4558,SEASPAN TEMPEST,316005716,0.1,184.6,511,0,-123.10699,49.31146,7,18,52,0.1,1,False,False,False
4563,AURORA VENTURE,235099969,0.0,89.4,284,0,4.4579,51.89336,10,24,52,5.885000000000003,1,False,False,False
4566,WATERLAND,244533000,0.1,202.0,198,0,6.9325,53.33086,13,32,52,4.535999999999995,1,False,False,False
4567,HEINRICH,236112740,0.0,14.8,102,1,4.11052,52.46105,23,148,89,0.0,1,False,False,False
4578,VB EMOTION,218057450,0.0,162.1,80,0,8.56047,53.55335,12,32,52,6.5,1,False,False,False
